id,state,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total
28,MS,0,17923,17215,35138,1,18156,17448,35604,2,18485,17877,36362,3,18519,18013,36532,4,18778,18339,37117,5,18758,18476,37234,6,18903,18148,37051,7,18825,18282,37107,8,19182,18672,37854,9,19496,18631,38127,10,20434,19312,39746,11,21494,20630,42124,12,22448,21409,43857,13,22670,21429,44099,14,21373,20546,41919,15,21037,19943,40980,16,21130,20024,41154,17,20573,19677,40250,18,20183,19303,39486,19,20952,20072,41024,20,20591,19861,40452,21,20074,19826,39900,22,20175,19697,39872,23,19808,19224,39032,24,19369,19032,38401,25,19115,19219,38334,26,19566,19349,38915,27,19703,19754,39457,28,20051,20150,40201,29,19987,20422,40409,30,19584,20258,39842,31,18649,19462,38111,32,17796,18467,36263,33,17567,18321,35888,34,17875,18639,36514,35,17896,18880,36776,36,17862,18824,36686,37,18594,19324,37918,38,18724,19387,38111,39,19013,19630,38643,40,18523,19297,37820,41,17660,18795,36455,42,17470,18613,36083,43,17164,18139,35303,44,16742,17845,34587,45,16676,17716,34392,46,16490,17536,34026,47,16978,18273,35251,48,18152,19081,37233,49,19139,19902,39041,50,18075,18973,37048,51,17441,18351,35792,52,17251,18089,35340,53,17329,18226,35555,54,17772,18711,36483,55,18638,19805,38443,56,19026,20158,39184,57,19172,20183,39355,58,19273,20650,39923,59,18976,20594,39570,60,18687,20482,39169,61,18321,20102,38423,62,18343,19722,38065,63,17895,19567,37462,64,17212,19082,36294,65,16823,18760,35583,66,15837,18087,33924,67,15028,17182,32210,68,14579,16833,31412,69,13665,15923,29588,70,13346,15301,28647,71,12896,14855,27751,72,12860,14813,27673,73,12910,14592,27502,74,8756,10571,19327,75,8492,10540,19032,76,8329,10318,18647,77,7988,10170,18158,78,6812,8798,15610,79,6048,8220,14268,80,5372,7661,13033,81,5103,7207,12310,82,4616,6645,11261,83,3922,5822,9744,84,3553,5429,8982,85,15880,31950,47830
29,MO,0,36459,34878,71337,1,36999,35302,72301,2,37646,35694,73340,3,38313,36150,74463,4,38689,36833,75522,5,38930,37111,76041,6,38764,36939,75703,7,38513,36828,75341,8,38904,36922,75826,9,39425,37104,76529,10,40326,38000,78326,11,41430,39315,80745,12,42609,40610,83219,13,42311,40396,82707,14,41644,39592,81236,15,40913,39090,80003,16,41358,39379,80737,17,40714,38581,79295,18,39601,36930,76531,19,41108,39232,80340,20,41003,39585,80588,21,41039,39546,80585,22,40577,39520,80097,23,40254,39038,79292,24,39978,39072,79050,25,40052,39131,79183,26,40749,39727,80476,27,41530,40766,82296,28,42240,42483,84723,29,42305,42439,84744,30,41248,41531,82779,31,39988,40623,80611,32,39167,39634,78801,33,39924,39577,79501,34,40747,40248,80995,35,40265,40131,80396,36,39983,39705,79688,37,40824,40567,81391,38,40210,40034,80244,39,40116,40118,80234,40,39358,39243,78601,41,37906,37352,75258,42,37112,36689,73801,43,35521,35568,71089,44,34356,34642,68998,45,34488,34829,69317,46,33910,33982,67892,47,34800,35167,69967,48,37385,37438,74823,49,39787,39706,79493,50,37695,37815,75510,51,36617,36656,73273,52,35759,36004,71763,53,36598,37255,73853,54,37433,38153,75586,55,39816,40931,80747,56,41580,42312,83892,57,42171,43149,85320,58,43111,44459,87570,59,42610,44335,86945,60,41804,43426,85230,61,41057,42652,83709,62,40501,42813,83314,63,39205,41807,81012,64,37605,40299,77904,65,36098,38951,75049,66,34616,37711,72327,67,33064,36408,69472,68,31826,35613,67439,69,29271,33269,62540,70,28125,32070,60195,71,27446,31105,58551,72,27338,31171,58509,73,27260,31064,58324,74,18717,22192,40909,75,18974,22194,41168,76,18753,22422,41175,77,18233,22189,40422,78,15550,19297,34847,79,13832,17523,31355,80,12237,16022,28259,81,11474,15345,26819,82,10372,14031,24403,83,9089,12615,21704,84,8339,11948,20287,85,42313,78763,121076
30,MT,0,5809,5522,11331,1,5874,5589,11463,2,6133,5837,11970,3,6398,6140,12538,4,6660,6280,12940,5,6760,6371,13131,6,6660,6313,12973,7,6726,6217,12943,8,6714,6265,12979,9,6671,6324,12995,10,6786,6547,13333,11,7154,6640,13794,12,7346,6869,14215,13,7317,6759,14076,14,6963,6583,13546,15,6789,6475,13264,16,6936,6587,13523,17,6731,6373,13104,18,6533,6154,12687,19,7276,6300,13576,20,7353,6513,13866,21,7650,6759,14409,22,7636,6989,14625,23,7699,6916,14615,24,7496,6714,14210,25,7164,6689,13853,26,7280,6714,13994,27,7390,6863,14253,28,7499,6989,14488,29,7226,6919,14145,30,7146,6908,14054,31,7005,6706,13711,32,6960,6613,13573,33,6835,6559,13394,34,6976,6701,13677,35,7092,6843,13935,36,7243,6822,14065,37,7467,6941,14408,38,7301,6876,14177,39,7255,6757,14012,40,7091,6645,13736,41,6883,6398,13281,42,6751,6298,13049,43,6399,6145,12544,44,6096,5838,11934,45,5881,5704,11585,46,5896,5472,11368,47,5917,5511,11428,48,6124,5804,11928,49,6605,6283,12888,50,6288,5991,12279,51,6069,5874,11943,52,5953,5755,11708,53,6001,5858,11859,54,6161,6140,12301,55,6660,6750,13410,56,7007,7109,14116,57,7257,7305,14562,58,7641,7621,15262,59,7593,7857,15450,60,7577,7854,15431,61,7746,7902,15648,62,7840,8053,15893,63,7664,8014,15678,64,7561,7890,15451,65,7372,7782,15154,66,7402,7604,15006,67,7354,7356,14710,68,7192,7107,14299,69,6522,6570,13092,70,6282,6311,12593,71,6040,6011,12051,72,6031,5833,11864,73,5941,5706,11647,74,4079,4065,8144,75,3991,4002,7993,76,3873,3963,7836,77,3789,3856,7645,78,3185,3326,6511,79,2881,3081,5962,80,2536,2736,5272,81,2310,2616,4926,82,2076,2336,4412,83,1809,2158,3967,84,1637,1974,3611,85,8177,12776,20953
31,NE,0,12876,12252,25128,1,13033,12330,25363,2,13303,12665,25968,3,13592,13143,26735,4,13871,13223,27094,5,14248,13206,27454,6,13864,13206,27070,7,13770,12979,26749,8,13591,12994,26585,9,13754,12951,26705,10,14273,13343,27616,11,14596,13779,28375,12,14826,13888,28714,13,14583,13716,28299,14,14168,13632,27800,15,14155,13415,27570,16,14262,13348,27610,17,13843,13241,27084,18,13324,13060,26384,19,14536,13933,28469,20,14480,14044,28524,21,14339,13476,27815,22,13377,13269,26646,23,13543,12838,26381,24,13337,12573,25910,25,13217,12506,25723,26,13120,12634,25754,27,13299,12632,25931,28,13294,12742,26036,29,12805,12243,25048,30,12793,12038,24831,31,12711,11881,24592,32,12913,12173,25086,33,13076,12492,25568,34,13338,12688,26026,35,13652,12770,26422,36,13497,12881,26378,37,13886,13156,27042,38,13775,13000,26775,39,13698,12869,26567,40,13139,12508,25647,41,12399,11805,24204,42,12114,11526,23640,43,11644,11053,22697,44,11297,10726,22023,45,11360,10853,22213,46,10832,10342,21174,47,10859,10388,21247,48,11563,11062,22625,49,12123,11265,23388,50,11530,10914,22444,51,11113,10616,21729,52,10770,10248,21018,53,10883,10525,21408,54,11253,10828,22081,55,11917,11597,23514,56,12348,12121,24469,57,12535,12373,24908,58,12808,12850,25658,59,12722,12780,25502,60,12637,12548,25185,61,12469,12369,24838,62,12204,12294,24498,63,11857,11895,23752,64,11569,11698,23267,65,11048,11443,22491,66,10575,11076,21651,67,10214,10673,20887,68,9959,10548,20507,69,9039,9801,18840,70,8667,9393,18060,71,8351,9047,17398,72,8070,8799,16869,73,7935,8639,16574,74,5461,6087,11548,75,5417,6202,11619,76,5437,6203,11640,77,5119,5993,11112,78,4340,5246,9586,79,3829,4823,8652,80,3542,4521,8063,81,3400,4438,7838,82,3071,4185,7256,83,2830,3844,6674,84,2560,3662,6222,85,13952,25109,39061
32,NV,0,17939,17160,35099,1,18126,17345,35471,2,18542,17587,36129,3,19168,18309,37477,4,19542,18851,38393,5,19819,18877,38696,6,19523,18593,38116,7,19668,18834,38502,8,19960,18453,38413,9,20181,19312,39493,10,20555,19560,40115,11,21006,20192,41198,12,21973,20868,42841,13,21518,20697,42215,14,20803,19959,40762,15,20305,19589,39894,16,20286,19353,39639,17,19982,19014,38996,18,18393,17014,35407,19,17081,15561,32642,20,17239,15987,33226,21,17695,16719,34414,22,18190,17637,35827,23,19113,18733,37846,24,20314,19641,39955,25,20934,20501,41435,26,21766,21102,42868,27,22630,21692,44322,28,23421,22894,46315,29,24160,23619,47779,30,24215,23338,47553,31,23377,22548,45925,32,23251,22031,45282,33,22969,21650,44619,34,22945,21746,44691,35,22751,21587,44338,36,22476,21407,43883,37,22568,21829,44397,38,22356,21491,43847,39,22205,21202,43407,40,21893,20612,42505,41,20685,19759,40444,42,20368,19614,39982,43,19641,19327,38968,44,19376,19034,38410,45,19681,18977,38658,46,19197,18788,37985,47,19761,19212,38973,48,20559,20217,40776,49,22165,20976,43141,50,21616,20165,41781,51,20488,19456,39944,52,19701,18916,38617,53,19766,18751,38517,54,20018,18794,38812,55,20555,19726,40281,56,20267,19809,40076,57,20140,19763,39903,58,20332,19857,40189,59,20000,19689,39689,60,19684,19372,39056,61,18848,18963,37811,62,18838,19109,37947,63,18132,18784,36916,64,17803,18713,36516,65,17468,18628,36096,66,16562,17847,34409,67,16124,17354,33478,68,15512,16885,32397,69,14700,16015,30715,70,14544,15875,30419,71,14220,15453,29673,72,14610,15504,30114,73,14820,15333,30153,74,10413,11132,21545,75,10145,11038,21183,76,9865,10769,20634,77,9522,10280,19802,78,7986,8715,16701,79,6925,7726,14651,80,6387,6969,13356,81,5734,6317,12051,82,5163,5624,10787,83,4362,4955,9317,84,3772,4468,8240,85,17312,24257,41569
33,NH,0,6158,5924,12082,1,6238,6114,12352,2,6394,6191,12585,3,6718,6353,13071,4,6866,6564,13430,5,6943,6580,13523,6,6958,6600,13558,7,7126,6772,13898,8,7159,6736,13895,9,7460,6946,14406,10,7480,7187,14667,11,7830,7387,15217,12,8115,7609,15724,13,8220,7811,16031,14,8171,7799,15970,15,8293,7882,16175,16,8430,8204,16634,17,8523,8136,16659,18,8873,8803,17676,19,9297,9251,18548,20,9358,9220,18578,21,9241,9234,18475,22,8840,8395,17235,23,8401,7811,16212,24,8618,7856,16474,25,8712,7970,16682,26,8866,8230,17096,27,9068,8430,17498,28,9080,8572,17652,29,9104,8418,17522,30,9155,8383,17538,31,9049,8487,17536,32,8974,8535,17509,33,8986,8580,17566,34,8944,8589,17533,35,8751,8414,17165,36,8488,8195,16683,37,8666,8349,17015,38,8646,8183,16829,39,8488,8251,16739,40,8212,8046,16258,41,7930,7822,15752,42,7733,7772,15505,43,7463,7519,14982,44,7511,7510,15021,45,7666,7727,15393,46,7843,7762,15605,47,8231,8211,16442,48,9043,9114,18157,49,9924,9738,19662,50,9661,9495,19156,51,9620,9571,19191,52,9481,9541,19022,53,9900,9889,19789,54,10094,10213,20307,55,10721,10831,21552,56,11040,11245,22285,57,11098,11321,22419,58,11288,11479,22767,59,11289,11441,22730,60,11073,11229,22302,61,11027,11268,22295,62,10904,10887,21791,63,10381,10576,20957,64,9917,10035,19952,65,9574,9827,19401,66,9092,9465,18557,67,8709,8993,17702,68,8349,8710,17059,69,7523,7936,15459,70,7290,7720,15010,71,7225,7664,14889,72,7364,7807,15171,73,7237,7684,14921,74,4723,5288,10011,75,4677,5211,9888,76,4632,5091,9723,77,4499,5072,9571,78,3722,4337,8059,79,3159,3749,6908,80,2789,3387,6176,81,2615,3175,5790,82,2315,2943,5258,83,1985,2700,4685,84,1896,2637,4533,85,9857,17971,27828
34,NJ,0,52888,50456,103344,1,53984,51257,105241,2,55069,52376,107445,3,55836,53111,108947,4,56350,53958,110308,5,56311,54006,110317,6,56139,53646,109785,7,56472,54245,110717,8,57380,54642,112022,9,58259,55459,113718,10,59176,56443,115619,11,60451,57740,118191,12,62294,59731,122025,13,62145,59776,121921,14,61447,58775,120222,15,61448,58743,120191,16,62369,59914,122283,17,62103,58856,120959,18,59293,55397,114690,19,55353,52040,107393,20,55672,53353,109025,21,56216,54843,111059,22,56218,54977,111195,23,56175,54904,111079,24,57276,55316,112592,25,57968,56278,114246,26,58489,57512,116001,27,60127,58469,118596,28,60104,58517,118621,29,60785,59100,119885,30,60999,59603,120602,31,61117,58774,119891,32,60613,58875,119488,33,61014,59485,120499,34,62008,60484,122492,35,61490,60338,121828,36,61223,60170,121393,37,62108,61228,123336,38,61929,61246,123175,39,61566,61394,122960,40,61329,61232,122561,41,59559,60117,119676,42,59430,59618,119048,43,58177,58349,116526,44,57649,57897,115546,45,57969,58332,116301,46,56934,57591,114525,47,58218,59007,117225,48,61922,62448,124370,49,65709,66638,132347,50,64268,65404,129672,51,62819,64531,127350,52,62070,64068,126138,53,63188,65559,128747,54,64517,66691,131208,55,66207,68973,135180,56,66695,69342,136037,57,66506,68649,135155,58,66496,68118,134614,59,65492,67522,133014,60,63954,65983,129937,61,62251,65198,127449,62,60750,64238,124988,63,57870,61539,119409,64,54781,59351,114132,65,52425,56984,109409,66,49088,53719,102807,67,46576,51570,98146,68,43973,49886,93859,69,40833,46939,87772,70,39223,45624,84847,71,37652,44521,82173,72,38086,45233,83319,73,38411,45521,83932,74,27272,33817,61089,75,26290,32825,59115,76,25715,32449,58164,77,25669,33135,58804,78,21446,28468,49914,79,18616,25326,43942,80,17010,23629,40639,81,16060,22415,38475,82,14714,21279,35993,83,13012,19127,32139,84,11788,17957,29745,85,64788,125467,190255
35,NM,0,11508,11093,22601,1,11649,11427,23076,2,12149,11662,23811,3,12547,11958,24505,4,12855,12615,25470,5,13156,12790,25946,6,13419,12770,26189,7,13572,12840,26412,8,13653,13096,26749,9,13898,13441,27339,10,14466,13782,28248,11,14764,14334,29098,12,15295,14552,29847,13,15189,14475,29664,14,14565,14259,28824,15,14499,14084,28583,16,14607,14014,28621,17,14650,14002,28652,18,14579,13602,28181,19,14792,13762,28554,20,14866,13758,28624,21,14785,13814,28599,22,14241,13382,27623,23,14269,13330,27599,24,14299,13069,27368,25,14422,13236,27658,26,14514,13391,27905,27,14798,13784,28582,28,15152,14147,29299,29,14783,14187,28970,30,14609,13919,28528,31,14387,13481,27868,32,14424,13386,27810,33,14461,13558,28019,34,14544,13693,28237,35,14382,13788,28170,36,14338,13707,28045,37,14538,13723,28261,38,14114,13466,27580,39,13881,13339,27220,40,13548,12932,26480,41,12725,12474,25199,42,12528,12273,24801,43,12153,11802,23955,44,11923,11623,23546,45,11638,11687,23325,46,11279,11379,22658,47,11575,11665,23240,48,12009,12078,24087,49,12521,12519,25040,50,12048,12279,24327,51,11805,11952,23757,52,11544,11642,23186,53,11792,12008,23800,54,11826,12281,24107,55,12583,13242,25825,56,13020,13703,26723,57,13449,14103,27552,58,14113,14540,28653,59,13838,14629,28467,60,13584,14511,28095,61,13209,14150,27359,62,13356,14394,27750,63,13062,14308,27370,64,12594,14196,26790,65,12466,13791,26257,66,12177,13542,25719,67,11782,13521,25303,68,11628,13153,24781,69,10999,12270,23269,70,11069,11983,23052,71,10666,11680,22346,72,10527,11588,22115,73,10297,11243,21540,74,7386,8359,15745,75,7276,8188,15464,76,6913,7933,14846,77,6647,7648,14295,78,5646,6626,12272,79,5114,5949,11063,80,4531,5476,10007,81,4238,5235,9473,82,3851,4763,8614,83,3472,4196,7668,84,3082,3959,7041,85,14730,23495,38225
36,NY,0,117178,112282,229460,1,116680,112042,228722,2,118572,112929,231501,3,119109,113293,232402,4,119764,114205,233969,5,119392,114925,234317,6,118051,112503,230554,7,118944,113473,232417,8,119497,113495,232992,9,120224,113717,233941,10,119744,113875,233619,11,120695,114218,234913,12,123651,117376,241027,13,123211,117038,240249,14,121235,115469,236704,15,122044,116201,238245,16,124526,118663,243189,17,123929,118347,242276,18,129143,125661,254804,19,128747,126350,255097,20,129305,126694,255999,21,127349,126380,253729,22,124322,125060,249382,23,126895,130496,257391,24,133155,137676,270831,25,138003,142368,280371,26,142997,145626,288623,27,146010,147623,293633,28,147113,149440,296553,29,152718,152339,305057,30,152970,151865,304835,31,149492,147523,297015,32,146273,146420,292693,33,143783,143245,287028,34,142693,140730,283423,35,139456,138073,277529,36,134725,134431,269156,37,134408,134854,269262,38,131530,132117,263647,39,130250,130737,260987,40,129077,129520,258597,41,123427,125012,248439,42,121001,123239,244240,43,117689,120972,238661,44,116229,119901,236130,45,117913,120546,238459,46,114174,117751,231925,47,116272,120348,236620,48,123584,127171,250755,49,133484,137147,270631,50,132803,135410,268213,51,129139,132825,261964,52,127135,131703,258838,53,129296,134982,264278,54,132963,139161,272124,55,138203,144711,282914,56,138526,145499,284025,57,136873,144295,281168,58,136770,143665,280435,59,136117,143679,279796,60,134902,142403,277305,61,131188,139398,270586,62,129170,137578,266748,63,123151,132543,255694,64,118661,128566,247227,65,114844,125313,240157,66,107682,118543,226225,67,102858,114499,217357,68,99182,111478,210660,69,92051,105996,198047,70,89325,104175,193500,71,85434,100833,186267,72,84622,100385,185007,73,83909,98866,182775,74,59422,74379,133801,75,57914,73079,130993,76,55860,71544,127404,77,55051,71551,126602,78,46984,62430,109414,79,41568,56677,98245,80,38052,53333,91385,81,35461,50807,86268,82,32766,47576,80342,83,28872,43157,72029,84,26652,40919,67571,85,148594,285292,433886
37,NC,0,59104,56759,115863,1,59369,57483,116852,2,61059,58128,119187,3,62009,59034,121043,4,63136,60290,123426,5,63299,60796,124095,6,63131,60681,123812,7,63008,60863,123871,8,63621,61479,125100,9,64650,61778,126428,10,67468,64180,131648,11,69527,66585,136112,12,71835,68455,140290,13,71669,68085,139754,14,69730,66665,136395,15,68577,66034,134611,16,69023,66370,135393,17,68147,65691,133838,18,71548,69744,141292,19,76271,72293,148564,20,74780,69565,144345,21,73062,66805,139867,22,70584,65729,136313,23,68011,65226,133237,24,67999,65549,133548,25,68504,67302,135806,26,69919,69202,139121,27,71106,70153,141259,28,71820,71830,143650,29,72625,73128,145753,30,70865,72929,143794,31,68606,71690,140296,32,66806,69550,136356,33,65777,68275,134052,34,66071,67707,133778,35,65161,66990,132151,36,64366,66466,130832,37,66067,68276,134343,38,65381,67810,133191,39,65442,68004,133446,40,65251,67676,132927,41,63578,66605,130183,42,63743,66694,130437,43,62364,65223,127587,44,61342,64327,125669,45,62451,65348,127799,46,62581,64757,127338,47,65276,67063,132339,48,69421,71091,140512,49,73015,75587,148602,50,69453,71879,141332,51,67478,68853,136331,52,65583,67023,132606,53,65728,67865,133593,54,66214,68380,134594,55,68179,71589,139768,56,69402,72768,142170,57,68289,72563,140852,58,68277,72692,140969,59,67215,72047,139262,60,65522,70885,136407,61,64340,70406,134746,62,64051,70073,134124,63,61914,68070,129984,64,59849,67051,126900,65,57878,65687,123565,66,55836,64220,120056,67,53770,62266,116036,68,52234,60817,113051,69,48436,56820,105256,70,47295,55266,102561,71,46428,54400,100828,72,46815,54785,101600,73,47079,54220,101299,74,32571,39081,71652,75,31943,38457,70400,76,30912,37619,68531,77,29955,36717,66672,78,24839,31401,56240,79,21909,28055,49964,80,19381,25566,44947,81,17712,24007,41719,82,15758,22426,38184,83,13712,19921,33633,84,12600,18836,31436,85,59216,112799,172015
38,ND,0,5428,5133,10561,1,5438,5068,10506,2,5596,5136,10732,3,5751,5359,11110,4,5717,5444,11161,5,5580,5470,11050,6,5451,5299,10750,7,5375,5141,10516,8,5309,5042,10351,9,5179,4932,10111,10,5309,5093,10402,11,5347,5202,10549,12,5402,5171,10573,13,5377,5045,10422,14,5150,4903,10053,15,5010,4691,9701,16,4817,4702,9519,17,4642,4496,9138,18,4939,4647,9586,19,6469,5443,11912,20,6355,5849,12204,21,6578,5943,12521,22,7077,6125,13202,23,6850,6041,12891,24,6349,5646,11995,25,6235,5455,11690,26,6140,5363,11503,27,6221,5423,11644,28,6322,5477,11799,29,6413,5521,11934,30,6283,5407,11690,31,5974,5184,11158,32,5882,4957,10839,33,5870,4958,10828,34,6028,5083,11111,35,5949,5046,10995,36,5718,4963,10681,37,5796,5060,10856,38,5568,4882,10450,39,5443,4733,10176,40,5188,4469,9657,41,4917,4294,9211,42,4811,4130,8941,43,4443,3904,8347,44,4231,3743,7974,45,4206,3785,7991,46,4071,3645,7716,47,4060,3662,7722,48,4202,3735,7937,49,4388,3934,8322,50,4216,3837,8053,51,4219,3781,8000,52,4070,3743,7813,53,4148,3875,8023,54,4220,4010,8230,55,4479,4340,8819,56,4735,4458,9193,57,4853,4665,9518,58,5012,4773,9785,59,5067,4785,9852,60,5062,4821,9883,61,4993,4805,9798,62,4980,4723,9703,63,4758,4634,9392,64,4654,4564,9218,65,4490,4410,8900,66,4281,4133,8414,67,4204,3992,8196,68,4064,3834,7898,69,3549,3449,6998,70,3326,3275,6601,71,3210,3118,6328,72,3118,3073,6191,73,3005,3057,6062,74,2099,2316,4415,75,2096,2291,4387,76,2106,2229,4335,77,2001,2176,4177,78,1685,1935,3620,79,1521,1771,3292,80,1340,1687,3027,81,1309,1720,3029,82,1211,1636,2847,83,1105,1561,2666,84,1058,1463,2521,85,5961,11261,17222
39,OH,0,67807,64855,132662,1,68707,66094,134801,2,70428,67849,138277,3,71763,68340,140103,4,73216,69784,143000,5,73417,70422,143839,6,73334,70255,143589,7,73319,70198,143517,8,73630,69081,142711,9,73639,69336,142975,10,75519,71922,147441,11,77450,74415,151865,12,79711,75955,155666,13,80062,76096,156158,14,78557,75084,153641,15,77874,74412,152286,16,79258,75825,155083,17,78462,74984,153446,18,77907,74031,151938,19,80583,76507,157090,20,77476,74139,151615,21,75521,73229,148750,22,74741,73678,148419,23,74538,72903,147441,24,75935,73493,149428,25,76502,74560,151062,26,77829,75753,153582,27,79358,77796,157154,28,80326,79737,160063,29,80997,80441,161438,30,80279,80119,160398,31,78979,78145,157124,32,76726,75417,152143,33,75499,74304,149803,34,75558,74665,150223,35,74352,74016,148368,36,72995,72831,145826,37,74143,74275,148418,38,74566,74199,148765,39,74843,74343,149186,40,73586,73203,146789,41,71249,70942,142191,42,69752,69528,139280,43,67492,67556,135048,44,66087,66556,132643,45,67116,67328,134444,46,66441,66310,132751,47,68782,68728,137510,48,74399,74219,148618,49,79771,79274,159045,50,76119,75870,151989,51,74003,73830,147833,52,72575,71962,144537,53,74058,74083,148141,54,74992,75784,150776,55,78239,79858,158097,56,79806,81442,161248,57,79412,82123,161535,58,81649,84126,165775,59,81558,84361,165919,60,80606,83524,164130,61,80650,84564,165214,62,80704,85071,165775,63,77646,82093,159739,64,74421,78986,153407,65,72019,77206,149225,66,68333,73923,142256,67,65727,71370,137097,68,63763,69747,133510,69,58179,64840,123019,70,55984,63060,119044,71,54053,62030,116083,72,53720,62254,115974,73,53925,60949,114874,74,35336,41958,77294,75,34258,41100,75358,76,33748,41610,75358,77,33926,42610,76536,78,29028,37417,66445,79,25384,33625,59009,80,22663,30959,53622,81,21546,29668,51214,82,19715,27861,47576,83,17132,25237,42369,84,15604,23420,39024,85,80268,152565,232833
40,OK,0,24605,23508,48113,1,25046,23844,48890,2,25777,24284,50061,3,26521,25095,51616,4,27185,26032,53217,5,27228,26042,53270,6,27519,26005,53524,7,27527,26209,53736,8,27322,26195,53517,9,27509,26288,53797,10,28103,26770,54873,11,28724,27452,56176,12,29306,27981,57287,13,29144,27791,56935,14,28064,26850,54914,15,27873,26431,54304,16,27875,26689,54564,17,27558,26219,53777,18,27183,25195,52378,19,27938,25966,53904,20,28406,26294,54700,21,28167,26536,54703,22,28603,26502,55105,23,28130,26038,54168,24,27468,25444,52912,25,27125,25215,52340,26,27052,25665,52717,27,27557,26259,53816,28,28162,27516,55678,29,28206,27819,56025,30,27238,27380,54618,31,26735,26387,53122,32,26245,25810,52055,33,26272,25451,51723,34,26727,26108,52835,35,26843,26100,52943,36,27036,26323,53359,37,27496,27117,54613,38,27330,26330,53660,39,26859,26074,52933,40,26137,25611,51748,41,24698,24190,48888,42,24181,23431,47612,43,23535,22867,46402,44,22949,22509,45458,45,22876,22559,45435,46,22171,21831,44002,47,22569,22279,44848,48,23568,23366,46934,49,25024,24098,49122,50,23823,23157,46980,51,22707,22227,44934,52,21870,21630,43500,53,21927,21866,43793,54,22595,22387,44982,55,23664,24099,47763,56,24357,25196,49553,57,25019,25632,50651,58,25399,26022,51421,59,25093,25959,51052,60,24736,25692,50428,61,23932,25303,49235,62,23787,25200,48987,63,22981,24618,47599,64,22430,23954,46384,65,21860,23416,45276,66,20864,22695,43559,67,19816,21901,41717,68,18943,21125,40068,69,17591,19680,37271,70,17012,19120,36132,71,16308,18586,34894,72,16355,18657,35012,73,16432,18661,35093,74,11573,13575,25148,75,11688,13796,25484,76,11367,13854,25221,77,10816,13237,24053,78,9239,11487,20726,79,8283,10573,18856,80,7606,9827,17433,81,7045,9183,16228,82,6297,8370,14667,83,5419,7418,12837,84,4964,6947,11911,85,24556,42622,67178
