id,state,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total,age,male,female,total
41,OR,0,21364,20354,41718,1,21737,20602,42339,2,22521,21415,43936,3,23571,22391,45962,4,24224,23204,47428,5,24750,23351,48101,6,24779,23400,48179,7,24712,23409,48121,8,24981,23546,48527,9,25160,24113,49273,10,26015,24598,50613,11,26554,25194,51748,12,27274,26018,53292,13,26981,25740,52721,14,26257,24863,51120,15,25907,24413,50320,16,26146,24855,51001,17,25815,24365,50180,18,25365,24050,49415,19,25177,24174,49351,20,25696,24362,50058,21,25760,25121,50881,22,26131,25784,51915,23,27191,26289,53480,24,27551,26587,54138,25,28290,27169,55459,26,28924,27978,56902,27,29870,28755,58625,28,30791,30283,61074,29,32014,31365,63379,30,31887,30670,62557,31,30901,30035,60936,32,30464,29590,60054,33,30566,29454,60020,34,30893,29810,60703,35,30803,29679,60482,36,30600,29600,60200,37,31053,30185,61238,38,30757,30000,60757,39,30693,29708,60401,40,30144,29312,59456,41,28982,27975,56957,42,28618,27630,56248,43,27686,26678,54364,44,27007,25905,52912,45,26829,25451,52280,46,25798,24717,50515,47,25680,24906,50586,48,27309,25785,53094,49,29141,27471,56612,50,27616,26735,54351,51,26334,25654,51988,52,24831,24294,49125,53,24906,24471,49377,54,24963,24496,49459,55,25608,25408,51016,56,25991,26203,52194,57,26209,27126,53335,58,26799,27920,54719,59,26813,27903,54716,60,26397,27988,54385,61,26178,27978,54156,62,26621,28634,55255,63,26520,28406,54926,64,26100,28244,54344,65,25926,28244,54170,66,25822,28286,54108,67,25345,27876,53221,68,24698,26956,51654,69,22831,25038,47869,70,22188,24259,46447,71,21515,23594,45109,72,21476,23454,44930,73,21326,23285,44611,74,14515,16354,30869,75,14612,16048,30660,76,14117,15830,29947,77,13535,15276,28811,78,11135,13053,24188,79,9892,11593,21485,80,8933,10327,19260,81,8025,9598,17623,82,7057,8912,15969,83,6241,7880,14121,84,5633,7241,12874,85,28814,47542,76356
42,PA,0,68864,65672,134536,1,70127,66713,136840,2,72033,68251,140284,3,73079,69539,142618,4,74267,71182,145449,5,75247,71709,146956,6,75351,71686,147037,7,75097,72181,147278,8,75809,72228,148037,9,76434,72583,149017,10,78413,74430,152843,11,80614,76274,156888,12,82890,78292,161182,13,82347,78285,160632,14,81221,77137,158358,15,81085,77307,158392,16,82968,78609,161577,17,82358,77742,160100,18,85006,83140,168146,19,89150,87889,177039,20,84406,83202,167608,21,82145,80015,162160,22,78839,76907,155746,23,77715,75076,152791,24,79856,76786,156642,25,81541,78508,160049,26,83852,81189,165041,27,86079,83217,169296,28,87365,84558,171923,29,89517,85967,175484,30,90898,87530,178428,31,90101,87262,177363,32,88221,85983,174204,33,87059,84523,171582,34,86433,83800,170233,35,84188,81877,166065,36,83216,80555,163771,37,83510,81448,164958,38,82486,80737,163223,39,81663,80190,161853,40,79565,78828,158393,41,76913,76531,153444,42,75930,75599,151529,43,73558,73195,146753,44,72066,71409,143475,45,72483,72283,144766,46,72412,72096,144508,47,75358,74779,150137,48,81315,80475,161790,49,87434,86285,173719,50,84488,83828,168316,51,83212,82943,166155,52,82257,82542,164799,53,84273,85426,169699,54,85829,87247,173076,55,89546,91636,181182,56,91026,93077,184103,57,90534,93062,183596,58,92353,95243,187596,59,92772,95378,188150,60,91337,94691,186028,61,91518,95803,187321,62,92155,95935,188090,63,88503,92848,181351,64,85042,89885,174927,65,82414,87452,169866,66,78895,84762,163657,67,76236,82167,158403,68,73248,79522,152770,69,66415,73356,139771,70,63552,71110,134662,71,61837,70003,131840,72,62201,71220,133421,73,62620,70477,133097,74,41488,49305,90793,75,40660,48762,89422,76,40647,49994,90641,77,40687,50763,91450,78,34096,43857,77953,79,30180,39104,69284,80,26909,36056,62965,81,25640,34955,60595,82,23477,33058,56535,83,20643,30255,50898,84,18854,28579,47433,85,102238,200474,302712
44,RI,0,5461,5251,10712,1,5481,5344,10825,2,5750,5522,11272,3,5802,5474,11276,4,5971,5680,11651,5,5923,5599,11522,6,5839,5492,11331,7,5731,5579,11310,8,5918,5600,11518,9,5962,5496,11458,10,6024,5755,11779,11,6174,5840,12014,12,6390,6148,12538,13,6462,6170,12632,14,6530,6159,12689,15,6560,6137,12697,16,6631,6341,12972,17,6632,6407,13039,18,8114,8564,16678,19,9021,9584,18605,20,8460,8833,17293,21,8228,8134,16362,22,7450,7204,14654,23,7117,6738,13855,24,7108,6962,14070,25,7208,7053,14261,26,7560,7324,14884,27,7728,7391,15119,28,7851,7444,15295,29,8158,7729,15887,30,8224,7898,16122,31,7963,7932,15895,32,7807,7597,15404,33,7547,7265,14812,34,7439,7007,14446,35,7107,6970,14077,36,7035,6886,13921,37,7167,6937,14104,38,7101,6839,13940,39,7013,6804,13817,40,6831,6649,13480,41,6387,6452,12839,42,6269,6248,12517,43,6066,6052,12118,44,5972,5975,11947,45,5992,6211,12203,46,5976,6217,12193,47,6282,6391,12673,48,6659,6834,13493,49,7097,7409,14506,50,6964,7372,14336,51,6974,7333,14307,52,7103,7356,14459,53,7380,7638,15018,54,7455,7759,15214,55,7808,8164,15972,56,7688,8183,15871,57,7672,8200,15872,58,7871,8415,16286,59,7683,8321,16004,60,7527,8042,15569,61,7505,8074,15579,62,7500,8107,15607,63,7279,7788,15067,64,7069,7549,14618,65,6746,7290,14036,66,6257,6940,13197,67,6000,6586,12586,68,5720,6395,12115,69,5278,5893,11171,70,5199,5683,10882,71,4970,5568,10538,72,4860,5634,10494,73,4968,5632,10600,74,3420,4011,7431,75,3364,3967,7331,76,3273,3927,7200,77,3257,3984,7241,78,2596,3429,6025,79,2272,3093,5365,80,2096,2820,4916,81,1912,2638,4550,82,1727,2530,4257,83,1555,2342,3897,84,1420,2260,3680,85,8197,17186,25383
45,SC,0,28147,26908,55055,1,28526,27206,55732,2,29182,27775,56957,3,29689,28422,58111,4,30425,29262,59687,5,30948,29652,60600,6,30739,29213,59952,7,30567,29677,60244,8,31064,29899,60963,9,31432,30199,61631,10,32664,31738,64402,11,34019,33010,67029,12,34892,33756,68648,13,34902,33473,68375,14,33401,32249,65650,15,32689,31417,64106,16,32605,31534,64139,17,31828,31111,62939,18,33647,31964,65611,19,35989,33435,69424,20,34978,32442,67420,21,33970,31684,65654,22,33015,31237,64252,23,32198,31111,63309,24,31865,30968,62833,25,32059,31807,63866,26,32524,32729,65253,27,32984,33844,66828,28,33629,35030,68659,29,34615,36265,70880,30,34198,36218,70416,31,33186,35143,68329,32,31814,33689,65503,33,31399,32615,64014,34,31453,32644,64097,35,31249,32261,63510,36,31009,32417,63426,37,31552,33211,64763,38,31619,33011,64630,39,31694,33041,64735,40,30978,32444,63422,41,30378,31585,61963,42,29779,31338,61117,43,28957,30484,59441,44,28221,29732,57953,45,29012,30400,59412,46,29001,30467,59468,47,29966,31490,61456,48,31548,33022,64570,49,33538,34832,68370,50,32295,33391,65686,51,31280,32729,64009,52,30595,32091,62686,53,30854,32960,63814,54,31705,34010,65715,55,33028,35703,68731,56,33876,36681,70557,57,33468,36258,69726,58,33654,36774,70428,59,33434,36644,70078,60,33025,36103,69128,61,32376,35792,68168,62,32408,36315,68723,63,31839,35980,67819,64,31012,35528,66540,65,30551,35155,65706,66,29493,34527,64020,67,28666,33659,62325,68,28329,32933,61262,69,26371,31265,57636,70,26034,30515,56549,71,26028,29732,55760,72,26440,29913,56353,73,26637,29748,56385,74,18088,21303,39391,75,17959,20869,38828,76,17410,20345,37755,77,16767,19745,36512,78,13828,16743,30571,79,12172,14986,27158,80,10746,13330,24076,81,9649,12329,21978,82,8480,11239,19719,83,7115,9961,17076,84,6447,9170,15617,85,29623,53513,83136
46,SD,0,5926,5724,11650,1,5960,5801,11761,2,6120,6000,12120,3,6234,5974,12208,4,6366,5921,12287,5,6360,6017,12377,6,6290,5988,12278,7,6235,5941,12176,8,6204,5901,12105,9,6227,5870,12097,10,6465,5980,12445,11,6529,6171,12700,12,6710,6307,13017,13,6564,6248,12812,14,6287,6040,12327,15,6286,5859,12145,16,6286,5833,12119,17,5923,5588,11511,18,5700,5455,11155,19,6554,6025,12579,20,6268,5917,12185,21,6167,5803,11970,22,5975,5670,11645,23,6003,5485,11488,24,5854,5332,11186,25,5750,5288,11038,26,5815,5369,11184,27,5987,5436,11423,28,6045,5428,11473,29,5835,5338,11173,30,5794,5348,11142,31,5866,5422,11288,32,5723,5581,11304,33,5919,5486,11405,34,6161,5496,11657,35,6051,5402,11453,36,6008,5502,11510,37,5944,5488,11432,38,6122,5446,11568,39,6090,5383,11473,40,5792,5402,11194,41,5361,5048,10409,42,5150,4934,10084,43,5096,4715,9811,44,4978,4479,9457,45,4778,4413,9191,46,4603,4315,8918,47,4684,4341,9025,48,4874,4574,9448,49,5126,4855,9981,50,4980,4636,9616,51,4901,4542,9443,52,4811,4489,9300,53,4922,4693,9615,54,5108,4880,9988,55,5397,5247,10644,56,5745,5608,11353,57,5910,5822,11732,58,6067,5956,12023,59,6064,6097,12161,60,6049,6044,12093,61,5978,5949,11927,62,6112,5962,12074,63,5950,5870,11820,64,5846,5784,11630,65,5802,5685,11487,66,5622,5585,11207,67,5463,5274,10737,68,5224,5154,10378,69,4813,4712,9525,70,4515,4500,9015,71,4260,4164,8424,72,4121,3958,8079,73,3943,3782,7725,74,2692,2723,5415,75,2568,2747,5315,76,2508,2792,5300,77,2426,2710,5136,78,2059,2303,4362,79,1795,2057,3852,80,1657,2023,3680,81,1576,1930,3506,82,1335,1810,3145,83,1243,1701,2944,84,1223,1665,2888,85,6450,12294,18744
47,TN,0,40708,39009,79717,1,40965,39399,80364,2,41890,39912,81802,3,42125,40026,82151,4,42834,41075,83909,5,42936,41157,84093,6,42565,40536,83101,7,42532,40823,83355,8,42932,40702,83634,9,42748,40741,83489,10,44232,42176,86408,11,45762,43999,89761,12,47623,45400,93023,13,47085,44908,91993,14,45911,43802,89713,15,45071,43273,88344,16,45420,43762,89182,17,44582,43258,87840,18,43341,41183,84524,19,42948,41000,83948,20,43773,42414,86187,21,43941,43172,87113,22,44009,43717,87726,23,45201,44901,90102,24,46131,45865,91996,25,46585,46832,93417,26,47576,47864,95440,27,48196,48567,96763,28,49593,50140,99733,29,50365,50648,101013,30,48947,49381,98328,31,46851,47929,94780,32,45088,46429,91517,33,44205,45331,89536,34,44915,45109,90024,35,43863,44274,88137,36,43369,44189,87558,37,44498,44876,89374,38,44195,44836,89031,39,44073,44805,88878,40,43981,44565,88546,41,42669,43464,86133,42,41990,43062,85052,43,41272,42072,83344,44,40218,40952,81170,45,41381,41942,83323,46,41014,41689,82703,47,42505,43299,85804,48,44919,45726,90645,49,47650,48353,96003,50,45602,46097,91699,51,43879,44250,88129,52,42386,42935,85321,53,42796,43993,86789,54,43815,45213,89028,55,45679,47776,93455,56,46421,48451,94872,57,45538,48193,93731,58,45510,48217,93727,59,44633,47682,92315,60,44144,47206,91350,61,43265,46660,89925,62,43240,46690,89930,63,41751,45778,87529,64,40412,44783,85195,65,39335,43538,82873,66,37974,42274,80248,67,35919,40878,76797,68,34660,39563,74223,69,32438,37098,69536,70,31517,36117,67634,71,31215,35850,67065,72,31591,36020,67611,73,31601,35412,67013,74,21450,25265,46715,75,21350,25148,46498,76,20862,24861,45723,77,20188,24245,44433,78,17044,21004,38048,79,14890,18963,33853,80,13242,17446,30688,81,12266,16274,28540,82,10706,14850,25556,83,9133,13025,22158,84,8374,12406,20780,85,38526,73600,112126
48,TX,0,189451,181809,371260,1,191720,184529,376249,2,197917,190259,388176,3,205572,196413,401985,4,211587,203690,415277,5,213068,205428,418496,6,211997,202092,414089,7,209084,201234,410318,8,209461,200125,409586,9,213016,203801,416817,10,218832,209972,428804,11,223636,214094,437730,12,229452,218400,447852,13,226692,216277,442969,14,220985,211291,432276,15,218638,209369,428007,16,218275,210171,428446,17,214889,207213,422102,18,209622,198354,407976,19,209858,198323,408181,20,204969,194094,399063,21,201400,191264,392664,22,201064,192133,393197,23,203725,194794,398519,24,206664,196575,403239,25,208174,198335,406509,26,211625,202773,414398,27,215977,207674,423651,28,218064,212780,430844,29,218550,214124,432674,30,216769,212497,429266,31,214642,208245,422887,32,214012,206289,420301,33,213901,206955,420856,34,215372,208234,423606,35,213609,207073,420682,36,211844,205374,417218,37,216279,208232,424511,38,212866,206148,419014,39,210555,205585,416140,40,205802,200952,406754,41,196545,192350,388895,42,193407,190003,383410,43,188985,186763,375748,44,185813,184222,370035,45,185215,183848,369063,46,180744,180733,361477,47,183209,182635,365844,48,188843,187268,376111,49,194973,192224,387197,50,184933,183210,368143,51,175944,174340,350284,52,170027,168242,338269,53,167981,167028,335009,54,168040,167767,335807,55,171957,173751,345708,56,173043,175238,348281,57,172211,175242,347453,58,171397,174437,345834,59,167612,172077,339689,60,163924,168207,332131,61,158730,164368,323098,62,156167,162613,318780,63,148782,157156,305938,64,142438,152466,294904,65,136137,147579,283716,66,128119,141379,269498,67,122395,135905,258300,68,116338,129827,246165,69,107240,122022,229262,70,103246,117937,221183,71,99406,113588,212994,72,98758,112165,210923,73,97878,109770,207648,74,69374,81826,151200,75,67982,80751,148733,76,65257,78422,143679,77,61528,74606,136134,78,52225,64719,116944,79,47154,59484,106638,80,41853,54158,96011,81,38377,50173,88550,82,34418,46313,80731,83,30175,41683,71858,84,27294,38951,66245,85,135076,234320,369396
49,UT,0,24283,23134,47417,1,24197,23020,47217,2,24379,23358,47737,3,25570,24305,49875,4,26260,25013,51273,5,26543,25261,51804,6,26796,25120,51916,7,26729,25524,52253,8,26532,25112,51644,9,27361,25685,53046,10,28350,26738,55088,11,29007,27425,56432,12,29863,27878,57741,13,29836,27511,57347,14,28768,27013,55781,15,28146,26801,54947,16,28237,26961,55198,17,27687,26148,53835,18,26222,24726,50948,19,23874,24856,48730,20,22788,26095,48883,21,25667,25985,51652,22,28892,25835,54727,23,30521,26752,57273,24,29004,25689,54693,25,27056,24762,51818,26,25657,24112,49769,27,25031,23926,48957,28,25262,24553,49815,29,24946,24445,49391,30,23933,23165,47098,31,23643,22300,45943,32,22500,21761,44261,33,21708,21544,43252,34,22228,22063,44291,35,22995,22065,45060,36,23514,22478,45992,37,24375,23241,47616,38,24401,23315,47716,39,24530,23298,47828,40,24308,23127,47435,41,23776,22554,46330,42,23389,22372,45761,43,22379,21054,43433,44,20846,19817,40663,45,19842,18781,38623,46,18879,17780,36659,47,18313,17335,35648,48,18538,17450,35988,49,18913,17850,36763,50,17519,16648,34167,51,16567,15999,32566,52,15808,15016,30824,53,15663,14840,30503,54,15159,14596,29755,55,15408,15130,30538,56,15607,15536,31143,57,15919,15890,31809,58,16082,16197,32279,59,15834,15989,31823,60,15442,15711,31153,61,15256,15734,30990,62,15186,15541,30727,63,14811,15052,29863,64,14244,14591,28835,65,13920,14280,28200,66,13373,13824,27197,67,12712,13344,26056,68,12116,12762,24878,69,10925,11747,22672,70,10554,11441,21995,71,10274,10988,21262,72,10156,10821,20977,73,9917,10521,20438,74,6843,7681,14524,75,6851,7823,14674,76,6867,7858,14725,77,6569,7519,14088,78,5532,6327,11859,79,4975,5718,10693,80,4408,5303,9711,81,4174,4906,9080,82,3779,4436,8215,83,3270,4089,7359,84,3013,3731,6744,85,14701,21026,35727
50,VT,0,2802,2676,5478,1,2894,2775,5669,2,2906,2800,5706,3,3116,2956,6072,4,3136,3073,6209,5,3282,3027,6309,6,3348,3079,6427,7,3299,3073,6372,8,3366,3162,6528,9,3422,3114,6536,10,3536,3190,6726,11,3591,3326,6917,12,3716,3516,7232,13,3786,3549,7335,14,3732,3459,7191,15,3737,3418,7155,16,3904,3536,7440,17,3839,3602,7441,18,4791,4753,9544,19,5936,5552,11488,20,5639,5221,10860,21,5210,5004,10214,22,4538,4494,9032,23,4062,3849,7911,24,3866,3708,7574,25,3951,3730,7681,26,3991,3726,7717,27,3999,3732,7731,28,3922,3774,7696,29,3906,3790,7696,30,3850,3680,7530,31,3770,3665,7435,32,3907,3744,7651,33,3834,3838,7672,34,3797,3830,7627,35,3822,3816,7638,36,3881,3887,7768,37,3912,3960,7872,38,3873,3888,7761,39,3887,3848,7735,40,3791,3877,7668,41,3602,3762,7364,42,3654,3693,7347,43,3518,3557,7075,44,3501,3445,6946,45,3562,3514,7076,46,3603,3493,7096,47,3627,3577,7204,48,3965,3862,7827,49,4300,4321,8621,50,4212,4209,8421,51,4062,4161,8223,52,3993,4106,8099,53,4181,4243,8424,54,4337,4326,8663,55,4530,4627,9157,56,4655,4808,9463,57,4726,4937,9663,58,4918,5159,10077,59,5007,5198,10205,60,4891,4987,9878,61,4987,5096,10083,62,4965,5122,10087,63,4816,5000,9816,64,4739,4846,9585,65,4701,4765,9466,66,4480,4636,9116,67,4308,4570,8878,68,4199,4413,8612,69,3879,4116,7995,70,3740,3942,7682,71,3702,3836,7538,72,3647,3787,7434,73,3568,3744,7312,74,2417,2683,5100,75,2380,2716,5096,76,2411,2611,5022,77,2305,2561,4866,78,1866,2122,3988,79,1672,1936,3608,80,1408,1722,3130,81,1315,1633,2948,82,1223,1488,2711,83,1020,1333,2353,84,946,1239,2185,85,4740,8653,13393
51,VA,0,49915,47724,97639,1,50580,48338,98918,2,51740,49462,101202,3,52258,50024,102282,4,53457,51145,104602,5,53245,51078,104323,6,52936,50260,103196,7,53203,50309,103512,8,53622,50829,104451,9,53920,50923,104843,10,54670,52012,106682,11,55840,53232,109072,12,57819,55202,113021,13,57754,54545,112299,14,56510,53368,109878,15,55761,52932,108693,16,55892,53893,109785,17,54823,53203,108026,18,57154,55836,112990,19,59302,57600,116902,20,59767,56118,115885,21,60246,55481,115727,22,59145,54009,113154,23,57927,54088,112015,24,58414,54845,113259,25,59123,56148,115271,26,59737,57502,117239,27,60285,58152,118437,28,60119,58600,118719,29,60956,59559,120515,30,60307,59567,119874,31,59598,59130,118728,32,59473,58946,118419,33,59521,58756,118277,34,60467,59500,119967,35,59598,58966,118564,36,59407,58631,118038,37,60767,59648,120415,38,59919,58869,118788,39,59548,58695,118243,40,58059,57882,115941,41,55907,55859,111766,42,54853,55148,110001,43,52960,53734,106694,44,52014,52398,104412,45,52638,52466,105104,46,52378,51689,104067,47,53200,53549,106749,48,56346,56680,113026,49,59288,59509,118797,50,56982,57314,114296,51,55078,56020,111098,52,53951,55239,109190,53,54659,56103,110762,54,55779,57174,112953,55,57846,60193,118039,56,59023,60919,119942,57,58535,60419,118954,58,58401,59990,118391,59,57217,59169,116386,60,55160,58093,113253,61,53805,57411,111216,62,53249,56471,109720,63,50797,54288,105085,64,48562,53049,101611,65,46919,51405,98324,66,44801,49434,94235,67,42857,47609,90466,68,40998,45976,86974,69,38014,43434,81448,70,37155,42656,79811,71,36347,41891,78238,72,36561,42308,78869,73,36414,41635,78049,74,25583,30148,55731,75,25006,29981,54987,76,24553,29669,54222,77,23769,29010,52779,78,19954,24834,44788,79,17541,22407,39948,80,15742,20309,36051,81,14634,18995,33629,82,12980,17421,30401,83,11256,15717,26973,84,9998,14469,24467,85,50312,91388,141700
53,WA,0,44003,42059,86062,1,44150,42571,86721,2,45882,43492,89374,3,47850,45413,93263,4,49025,46204,95229,5,48833,46371,95204,6,48461,45756,94217,7,48356,46145,94501,8,48195,46008,94203,9,48553,46249,94802,10,49600,47353,96953,11,50679,48127,98806,12,51601,48918,100519,13,50667,47930,98597,14,48979,46308,95287,15,47931,45839,93770,16,47875,46077,93952,17,46922,45539,92461,18,45606,43476,89082,19,45690,43320,89010,20,47262,43324,90586,21,47997,43589,91586,22,49389,45468,94857,23,51656,47578,99234,24,53832,49075,102907,25,55876,51190,107066,26,57759,53492,111251,27,59898,55369,115267,28,62656,58059,120715,29,64656,59694,124350,30,64558,59455,124013,31,62488,58191,120679,32,60687,56831,117518,33,59854,56076,115930,34,60223,56803,117026,35,59739,55980,115719,36,59059,55222,114281,37,58921,55535,114456,38,58261,55058,113319,39,57125,53693,110818,40,54975,52056,107031,41,52230,49643,101873,42,50526,48813,99339,43,49014,47040,96054,44,47561,45782,93343,45,47171,45317,92488,46,45666,43858,89524,47,45676,44425,90101,48,48517,46444,94961,49,52155,49506,101661,50,50612,48354,98966,51,48967,46732,95699,52,46285,44712,90997,53,45625,44613,90238,54,45731,44880,90611,55,47549,47300,94849,56,48931,48691,97622,57,49524,49447,98971,58,49919,49915,99834,59,49357,49888,99245,60,48566,49103,97669,61,47690,48881,96571,62,47672,49072,96744,63,46354,47893,94247,64,44841,47386,92227,65,43704,46698,90402,66,42123,45493,87616,67,40750,44038,84788,68,38977,42352,81329,69,35657,39528,75185,70,34721,38213,72934,71,33608,37076,70684,72,33237,37010,70247,73,33154,36234,69388,74,22938,25962,48900,75,22760,25752,48512,76,22092,25171,47263,77,20921,23898,44819,78,17642,20087,37729,79,15389,17852,33241,80,13580,16179,29759,81,12382,15261,27643,82,11260,14048,25308,83,9737,12674,22411,84,8728,11549,20277,85,45200,77190,122390
54,WV,0,8964,8500,17464,1,9234,8658,17892,2,9443,8911,18354,3,9581,9184,18765,4,9812,9364,19176,5,10070,9757,19827,6,10297,9779,20076,7,10388,9901,20289,8,10434,9734,20168,9,10356,9762,20118,10,10525,10091,20616,11,10997,10369,21366,12,11344,10658,22002,13,11271,10554,21825,14,11053,10310,21363,15,11018,10287,21305,16,11136,10545,21681,17,11081,10481,21562,18,11299,10242,21541,19,11465,10323,21788,20,11492,10680,22172,21,11317,11077,22394,22,11486,10704,22190,23,11173,10637,21810,24,10958,10410,21368,25,10986,10094,21080,26,10845,10064,20909,27,11051,10285,21336,28,11364,10884,22248,29,11653,11130,22783,30,11170,10945,22115,31,10816,10208,21024,32,10461,9905,20366,33,10403,9919,20322,34,10516,9860,20376,35,10313,9768,20081,36,10426,9950,20376,37,10905,10629,21534,38,10932,10648,21580,39,11236,10896,22132,40,11372,11169,22541,41,11208,10869,22077,42,11169,11053,22222,43,10859,10831,21690,44,10766,10425,21191,45,11030,10627,21657,46,10839,10542,21381,47,11321,11007,22328,48,12038,11642,23680,49,12723,12159,24882,50,11954,11653,23607,51,11620,11332,22952,52,11522,11123,22645,53,11638,11446,23084,54,11893,11552,23445,55,12360,12268,24628,56,12301,12660,24961,57,12194,12600,24794,58,12399,12830,25229,59,12501,12979,25480,60,12573,13057,25630,61,12885,13394,26279,62,13176,13468,26644,63,12755,13142,25897,64,12169,13002,25171,65,12184,12898,25082,66,11939,12519,24458,67,11584,12555,24139,68,11541,12378,23919,69,10800,11651,22451,70,10611,11516,22127,71,10509,11402,21911,72,10385,11117,21502,73,10251,10864,21115,74,6797,7524,14321,75,6765,7525,14290,76,6594,7375,13969,77,6414,7352,13766,78,5408,6424,11832,79,4919,5903,10822,80,4236,5398,9634,81,4097,5182,9279,82,3740,4820,8560,83,3204,4405,7609,84,2870,3945,6815,85,13042,23604,36646
55,WI,0,32233,30810,63043,1,32828,31398,64226,2,33481,31959,65440,3,34488,33112,67600,4,35205,33620,68825,5,35523,33825,69348,6,35421,33564,68985,7,35372,34138,69510,8,35943,34047,69990,9,36485,34440,70925,10,38273,36267,74540,11,39093,37069,76162,12,40294,38131,78425,13,40189,38267,78456,14,39538,37449,76987,15,39136,37218,76354,16,39695,37760,77455,17,39097,37080,76177,18,38999,37512,76511,19,41075,40138,81213,20,40404,40133,80537,21,39754,39768,79522,22,39844,38966,78810,23,39383,37488,76871,24,38570,35853,74423,25,38147,35757,73904,26,38757,36830,75587,27,38975,37155,76130,28,38564,36954,75518,29,37583,36021,73604,30,37243,35345,72588,31,36795,34702,71497,32,36700,34936,71636,33,37281,35644,72925,34,38395,36986,75381,35,38742,37442,76184,36,38119,37252,75371,37,39140,37765,76905,38,39124,37517,76641,39,39305,37503,76808,40,38465,36928,75393,41,37152,35477,72629,42,36157,34734,70891,43,34856,33652,68508,44,33953,32560,66513,45,34173,32572,66745,46,32845,31826,64671,47,33465,32398,65863,48,35937,34573,70510,49,38962,37357,76319,50,37765,36256,74021,51,37258,35861,73119,52,37066,35833,72899,53,38327,37634,75961,54,39239,38823,78062,55,41164,40928,82092,56,42251,41939,84190,57,42497,42575,85072,58,43711,43701,87412,59,43553,43747,87300,60,42642,42651,85293,61,42346,42220,84566,62,41704,41845,83549,63,40047,40218,80265,64,38671,38835,77506,65,37712,38159,75871,66,36079,36903,72982,67,34659,35548,70207,68,34007,34661,68668,69,30718,31898,62616,70,29191,30758,59949,71,27927,29527,57454,72,27390,29049,56439,73,26971,28243,55214,74,18441,20261,38702,75,18176,20171,38347,76,17879,20286,38165,77,17349,20318,37667,78,14741,17601,32342,79,12910,15698,28608,80,11476,14306,25782,81,11056,14057,25113,82,10118,13165,23283,83,8952,11931,20883,84,8184,11154,19338,85,40919,74806,115725
56,WY,0,3196,3032,6228,1,3262,3082,6344,2,3407,3297,6704,3,3577,3376,6953,4,3814,3518,7332,5,3796,3495,7291,6,3713,3563,7276,7,3802,3514,7316,8,3867,3493,7360,9,3850,3639,7489,10,4006,3928,7934,11,4192,3939,8131,12,4287,4043,8330,13,4314,3994,8308,14,4119,3874,7993,15,3970,3833,7803,16,3949,3661,7610,17,3875,3571,7446,18,3659,3364,7023,19,3894,3457,7351,20,3985,3516,7501,21,4131,3505,7636,22,4095,3595,7690,23,3883,3511,7394,24,3752,3415,7167,25,3599,3291,6890,26,3711,3381,7092,27,3674,3550,7224,28,3862,3717,7579,29,3998,3681,7679,30,4013,3698,7711,31,3952,3547,7499,32,3905,3531,7436,33,3993,3658,7651,34,4093,3795,7888,35,4056,3829,7885,36,4178,3808,7986,37,4222,3891,8113,38,4116,3775,7891,39,4079,3744,7823,40,4048,3770,7818,41,3880,3527,7407,42,3751,3365,7116,43,3539,3251,6790,44,3445,3120,6565,45,3458,3073,6531,46,3316,3002,6318,47,3236,3004,6240,48,3364,3120,6484,49,3633,3255,6888,50,3516,3154,6670,51,3217,3029,6246,52,3131,2955,6086,53,3201,2989,6190,54,3298,3075,6373,55,3448,3328,6776,56,3628,3590,7218,57,3750,3710,7460,58,3946,3822,7768,59,4062,4005,8067,60,4114,4007,8121,61,4085,3994,8079,62,4157,3964,8121,63,4070,4019,8089,64,4036,3979,8015,65,3938,3845,7783,66,3858,3656,7514,67,3739,3480,7219,68,3472,3286,6758,69,3133,3108,6241,70,3059,2933,5992,71,2961,2792,5753,72,2852,2842,5694,73,2869,2696,5565,74,1894,1936,3830,75,1872,1975,3847,76,1846,1907,3753,77,1773,1812,3585,78,1457,1574,3031,79,1267,1397,2664,80,1162,1303,2465,81,1090,1208,2298,82,942,1117,2059,83,853,1019,1872,84,740,927,1667,85,3739,6129,9868
